HandPose,D1-2,D2-3,D3-4,D4-5,Up1,Up2,Up3,Up4,Up5
Call,85.40291174111258,21.753948381204058,17.32086156651419,82.38475990450706,true,false,false,false,true
Call,83.69963279171836,26.328605568726164,20.772541199067227,90.50252362205951,true,false,false,false,true
Call,84.13626101089972,25.8408383720882,20.75568850353906,89.09965347749828,true,false,false,false,true
Call,79.47142510516412,21.65315924457221,18.088921132376257,91.42791175713423,true,false,false,false,true
Call,84.88433431752404,25.730921753769948,23.639121029220767,101.09297377792703,true,false,false,false,true
Call,86.91557091879099,26.12333104063782,23.600641488386167,99.89036608666441,true,false,false,false,true
Call,86.53458888612207,25.839709171863046,24.458082930158866,99.59495132034075,true,false,false,false,true
Call,77.1427644404749,22.354242799068135,18.057621280869764,91.25260741646207,true,false,false,false,true
Call,83.12671359856859,21.723505989254768,18.331082435485392,89.8191549875655,true,false,false,false,true
Call,87.69558643994534,25.396432660320677,24.010215096228443,97.36691969444341,true,false,false,false,true
Call,86.229229278555,25.37579447056126,23.06370399888341,96.8065678142307,true,false,false,false,true
Call,88.06044345883797,25.83234315218117,22.956655641107176,96.82456726407298,true,false,false,false,true
Call,87.49783021533683,25.32981876441042,23.663774228922122,98.42231870168665,true,false,false,false,true
Call,86.31609435144935,26.710170115864777,23.339589296756618,98.19604210966402,true,false,false,false,true
Call,85.62174773345131,27.10884211804581,22.820297662505904,97.33300194927718,true,false,false,false,true
Call,89.66911459275575,25.87571488853943,23.39949350755274,96.81471012627956,true,false,false,false,true
Call,91.24169442649573,23.58342289544561,24.650176510667805,98.2936778667293,true,false,false,false,true
Call,87.89333076948692,24.883231936450546,23.56218650762991,100.07560679080858,true,false,false,false,true
Call,89.20576041121507,26.869304524463,20.530086181728514,96.13752685024016,true,false,false,false,true
Call,89.3602892811659,24.96218733548724,23.565429634461072,94.99734616030891,true,false,false,false,true
Call,91.26396261384048,24.535260247459025,24.51237034940277,95.75281882453353,true,false,false,false,true
Call,88.718783277685,24.626306100228692,24.245794834523796,95.43263511918961,true,false,false,false,true
Call,93.49140495085275,24.966185235451892,24.255478245780292,95.43808078109103,true,false,false,false,true
Call,85.56781777813386,26.688720054672523,22.057165092250806,95.61667074056439,true,false,false,false,true
Call,94.13238862183144,25.85094675204937,24.004149851532958,96.55051691163098,true,false,false,false,true
Call,87.01911390086778,26.031221201793713,23.211282430947882,97.490675389885,true,false,false,false,true
Call,89.11058791226917,26.35722691221019,22.407556972061897,94.95550556327501,true,false,false,false,true
Call,89.8162407983277,24.651817373176254,24.113332665945574,94.93927253175467,true,false,false,false,true
Call,93.17941790800056,25.223309713281193,24.07923044800561,95.86573369763774,true,false,false,false,true
Call,89.24410769867914,25.753439543410238,23.03894023374414,95.47975946228519,true,false,false,false,true
Call,88.32210292405064,25.367101956262843,23.566112495069238,96.18852844000966,true,false,false,false,true
Call,89.08828618566241,26.01384265019786,23.65856536379074,95.3975808022293,true,false,false,false,true
Call,91.41391847790004,24.97591122252495,24.388726760405394,97.14458822021827,true,false,false,false,true
Call,94.56268995747595,25.698731739344886,24.696885382763277,97.62384911793279,true,false,false,false,true
Call,92.9409459443268,25.150700770921055,24.715631647101592,97.15284005806147,true,false,false,false,true
Call,94.30400293730159,24.6247079631353,25.773303714696464,96.46064894800271,true,false,false,false,true
Call,94.3905348173321,24.348908135354506,26.009992348538894,97.42626126809215,true,false,false,false,true
Call,84.96063577970442,24.347764590618052,23.56736030385104,94.80267591526766,true,false,false,false,true
Call,89.19588736682628,24.916237398447848,20.979381782671,89.34925354365494,true,false,false,false,true
Call,84.55879876481306,25.44456942402452,18.264928602532663,84.50083394193469,true,false,false,false,true
Call,86.27613569199058,26.316005664408134,20.483353643765998,86.72907566766389,true,false,false,false,true
Call,82.15855091318718,27.081816032221976,18.88062261943138,87.61152865641323,true,false,false,false,true
Call,83.60590939210908,26.116861265538837,18.3710246486539,85.3386230947618,true,false,false,false,true
Call,84.54130942622322,26.42731569117512,18.7213832510962,87.43153211783968,true,false,false,false,true
Call,84.40715783109307,25.78643670809662,18.912277385612665,86.40373411031865,true,false,false,false,true
Call,83.84723957033194,26.69658821947334,20.21522340707691,86.41583903818487,true,false,false,false,true
Call,80.63414650137273,26.265492564294185,20.389877640517202,86.68895306393632,true,false,false,false,true
Call,82.11359964492719,26.406450847383198,19.25277781592144,85.1687691721094,true,false,false,false,true
Call,81.8624276062306,26.525903516727194,20.165893820708348,87.17224076936581,true,false,false,false,true
Call,81.8237122359277,26.541786345027717,20.37138696872185,89.1300354985854,true,false,false,false,true
Call,84.09083921433299,26.654514726642017,19.087131711123376,88.31036309504174,true,false,false,false,true
Call,82.15614790539217,25.87712785548329,20.49659059809483,87.6006605195438,true,false,false,false,true
Call,85.2743978836629,24.664162244808757,22.242163740455617,92.08484002875218,true,false,false,false,true
Call,88.1413095537714,25.38557400654357,24.73673185406786,97.15553788298752,true,false,false,false,true
Call,87.51487040520549,24.662344813853753,24.214579542457372,94.56827819878927,true,false,false,false,true
Call,91.71497230280922,25.066769069663497,26.112161411841438,97.37597378967568,true,false,false,false,true
Call,89.50136930267007,25.058494969110512,23.45302569957627,93.56102516388522,true,false,false,false,true
Call,88.05508837483882,25.252528919735134,24.60228362806892,96.66366089974869,true,false,false,false,true
Call,87.1052360920961,25.40803557286567,23.671093450796967,95.31091389925653,true,false,false,false,true
Call,88.50659560157929,23.56869124345526,24.2432605761074,94.21855670070113,true,false,false,false,true
Call,84.66584126080191,24.06239628040688,23.605010380676397,93.53808942985974,true,false,false,false,true
Call,83.6062161135364,24.393582377429684,22.45702824918684,93.21633050860868,true,false,false,false,true
Call,83.77794978690133,26.65347216552268,20.131467538506246,94.56237446622826,true,false,false,false,true
Call,85.74473477141206,26.722005439961812,20.6792422617621,90.62495295968176,true,false,false,false,true
Call,80.87899559252836,26.219587470681336,19.913220710554715,87.94479214185282,true,false,false,false,true
Call,79.69122794305343,25.060064485586494,20.365198473477978,87.4608216651053,true,false,false,false,true
Call,78.82171261849379,26.93735221517685,18.74404378482656,85.88660765183454,true,false,false,false,true
Call,78.71869125880504,24.99774359715331,18.997473430257955,84.97985472780141,true,false,false,false,true
Call,78.18410995651391,25.530194935058574,19.605518969892763,85.27780620709648,true,false,false,false,true
Call,81.91281780980613,25.522011633800478,20.21115638173914,86.17538650729749,true,false,false,false,true
Call,83.57123216352963,25.78174445929247,19.339034539510727,85.37377218413474,true,false,false,false,true
Call,84.46703851926989,26.225102345826205,20.61630575308264,87.15670220379764,true,false,false,false,true
Call,81.97365246632397,24.99786215461915,19.47769938502718,84.13570436601891,true,false,false,false,true
Call,81.81386475440681,24.696033415831764,19.950663855077796,84.74895050233306,true,false,false,false,true
Call,83.84705729134612,25.65715488080432,19.636416763477143,87.09122832986475,true,false,false,false,true
Call,78.45504633153544,26.748955894009033,19.86964086981969,86.5665361063936,true,false,false,false,true
Call,84.79824581294275,25.14094703754891,20.3622828576756,87.54175608757944,true,false,false,false,true
Call,77.85481105280282,24.759705632664538,19.6292151609352,84.74184071730635,true,false,false,false,true
Call,81.3796544608636,25.3668736827261,20.02601251683912,87.43525449152501,true,false,false,false,true
Call,82.55400026520289,26.317179356121592,19.704171509362517,85.7704775909128,true,false,false,false,true
Call,80.24582674638394,25.8811034134495,19.408389697138794,85.87111872993296,true,false,false,false,true
Call,81.1872018169434,25.537595905140186,18.70103120579815,86.55683444503525,true,false,false,false,true
Call,82.7755252055005,26.4810946356194,19.839858271940574,88.42592177568098,true,false,false,false,true
Call,83.49886062230573,26.620182509514176,21.5832113654078,86.58230221630676,true,false,false,false,true
Call,84.58563875496262,26.022290475047182,21.873532934509708,90.69689628448549,true,false,false,false,true
Call,84.33422465969875,26.213788018559256,23.507133622409285,92.70826828043867,true,false,false,false,true
Call,84.55533003565472,24.86875352482963,23.84887077515735,95.17241453592506,true,false,false,false,true
